"id","title","description","availability","condition","price","link","image_link","brand","google_product_category","fb_product_category","quantity_to_sell_on_facebook","sale_price","sale_price_effective_date","item_group_id","gender","color","size","age_group","material","pattern","shipping","shipping_weight"
"39013d7f-6c4a-4971-b39b-eebc01f3c83c","VastuCart Divine 4-Armed Lord Shiva Idol – Powerful Seated Pose – Auspicious PolyResin Figurine with Marble Dust – Bronze Finish (Bronze, 3.14 In) For Home Decor, Office Desk, Car Dashboard","<div>Product: Auspicious Shiva Idol in Meditative Sitting Pose with Four Arms | Size: 2.7L x 0.37W x 3.14H Inches | Material: PolyResin &amp; Marble Dust | Color: Bronze Base – Multi | In Package You Will Receive: 1 Pc of the Shiva Idol For Home Decor, Office, Car Dashboard and Home Puja of 3.14 Inch</div><div><br></div><div>Embrace divine tranquility with our beautifully crafted Lord Shiva idol in a meditative sitting posture, complete with four symbolic hands holding the Trishul and Damru. Meticulously sculpted in PolyResin and Marble Dust, this exquisite murti features a bronze base with multi-color detailing, creating a rich and antique look that blends spirituality with art.</div><div><br></div><div>Seated in deep dhyana, this Shiva idol symbolizes balance, destruction of negativity, and awakening of higher consciousness. The Trishul (trident) represents Lord Shiva's control over the three aspects of time—past, present, and future—while the Damru signifies cosmic rhythm. His peaceful expression brings calmness to any environment, be it your home temple, meditation space, study area, or office desk.</div><div><br></div><div>This compact yet detailed murti (3.14 inches in height) is perfect for car dashboards, small mandirs, and pooja thalis. It's also a thoughtful choice for gifting on Mahashivratri, housewarming, Diwali, or spiritual milestones. Whether placed in a spiritual corner or as part of your home decor theme, this idol elevates the energy and reminds one of Shiva's divine grace and inner stillness.</div><div><br></div><div>Ideal for those seeking strength, clarity, and divine protection in their surroundings. Bring home this sacred symbol of transformation and let Lord Shiva's presence bless your life with peace and purpose.</div>","in stock","new","1000.0","https://www.smartbiz.in/VastuCart/product/39013d7f-6c4a-4971-b39b-eebc01f3c83c","https://m.media-amazon.com/images/X/bxt1/M/ebxt1xp8VqZD31T.jpg","VastuCart","God Idols & Murti","God Idols & Murti","","399.0","","39013d7f-6c4a-4971-b39b-eebc01f3c83c","","","","","","","",""
"173d30b2-f68b-439d-84f0-f935a855f8ff","VastuCart Kamal Gatta Mala 108 Beads Original With Brass Spacers and Auspicious Goden Brass Wire For Diwali and Laxmi Puja, Wealth, Joy and Prosperity - Beautiful Lotus Seeds Japa Mala ","⭐ Beads Shape: Oval | Beads Size: 10 mm | Beads Hole: 1 mm | Materials: Pure Natural Original Kamal Gatta (Dried Lotus Seeds) | Thread : Auspicious Red Silk Cord | Tassle : Silk Tassel ⭐ Original Kamal Gatta Mala with Brass Spacers: Hand-strung using authentic kamal gatta (lotus seeds) with intricately designed brass spacers, this 108+1 bead mala reflects purity, grace, and traditional craftsmanship rooted in Indian spiritual heritage. 💫 Auspicious Golden Brass Wire Thread for Prosperity Rituals: Made using vibrant Gold Brass wire as thread—widely revered in Laxmi Puja, Shri Yantra Sadhana, and wealth rituals. The Brass Wire enhances both durability and sacred appeal for spiritual use.  Naturally Irregular Beads for Authenticity: Each lotus seed is uniquely shaped by nature, making every mala distinctive and grounded. Slight irregularities enhance the rustic, ethnic charm and signify the originality of the material Multiple Bead Count Variants for Every Practice: Offered in 5 sacred formats—9+1, 18+1, 27+1, 54+1, and 108+1—suitable for varied mantra recitations, meditation routines, or daily offerings during pooja and religious chanting. 🕉️ Perfect for Shri Yantra, Lakshmi Sadhana, and Diwali Pooja: Highly recommended for spiritual use during Diwali, Shri Suktam chanting, and other wealth-invoking rituals. Align your spiritual intent with this revered mala associated with Goddess Lakshmi. Timeless Design Meets Traditional Energy: The mala features a warm, earthy palette of natural seeds contrasted by golden-toned brass elements—an elegant blend that’s visually striking and spiritually symbolic. 🍁Spiritually Symbolic and Culturally Rooted: Kamal Gatta is a sacred symbol of wealth, purity, and divine growth. Using this mala in rituals is believed to attract the blessings of Goddess Lakshmi and positive energy.","in stock","new","1400.0","https://www.smartbiz.in/VastuCart/product/173d30b2-f68b-439d-84f0-f935a855f8ff","https://m.media-amazon.com/images/X/bxt1/M/5bxt1BOXn$YZoVM.jpg","VastuCart","Puja Essentials","Puja Essentials","","997.0","","173d30b2-f68b-439d-84f0-f935a855f8ff","","Brown","108+1 Beads","","","","",""
"1caa3bc2-da65-425e-9f30-2f1f13b8c486","VastuCart Kamal Gatta Mala 108 Beads Original With Brass Spacers and Auspicious Goden Brass Wire For Diwali and Laxmi Puja, Wealth, Joy and Prosperity - Beautiful Lotus Seeds Japa Mala ","⭐ Beads Shape: Oval | Beads Size: 10 mm | Beads Hole: 1 mm | Materials: Pure Natural Original Kamal Gatta (Dried Lotus Seeds) | Thread : Auspicious Red Silk Cord | Tassle : Silk Tassel ⭐ Original Kamal Gatta Mala with Brass Spacers: Hand-strung using authentic kamal gatta (lotus seeds) with intricately designed brass spacers, this 108+1 bead mala reflects purity, grace, and traditional craftsmanship rooted in Indian spiritual heritage. 💫 Auspicious Golden Brass Wire Thread for Prosperity Rituals: Made using vibrant Gold Brass wire as thread—widely revered in Laxmi Puja, Shri Yantra Sadhana, and wealth rituals. The Brass Wire enhances both durability and sacred appeal for spiritual use.  Naturally Irregular Beads for Authenticity: Each lotus seed is uniquely shaped by nature, making every mala distinctive and grounded. Slight irregularities enhance the rustic, ethnic charm and signify the originality of the material Multiple Bead Count Variants for Every Practice: Offered in 5 sacred formats—9+1, 18+1, 27+1, 54+1, and 108+1—suitable for varied mantra recitations, meditation routines, or daily offerings during pooja and religious chanting. 🕉️ Perfect for Shri Yantra, Lakshmi Sadhana, and Diwali Pooja: Highly recommended for spiritual use during Diwali, Shri Suktam chanting, and other wealth-invoking rituals. Align your spiritual intent with this revered mala associated with Goddess Lakshmi. Timeless Design Meets Traditional Energy: The mala features a warm, earthy palette of natural seeds contrasted by golden-toned brass elements—an elegant blend that’s visually striking and spiritually symbolic. 🍁Spiritually Symbolic and Culturally Rooted: Kamal Gatta is a sacred symbol of wealth, purity, and divine growth. Using this mala in rituals is believed to attract the blessings of Goddess Lakshmi and positive energy.","in stock","new","1400.0","https://www.smartbiz.in/VastuCart/product/1caa3bc2-da65-425e-9f30-2f1f13b8c486","https://m.media-amazon.com/images/X/bxt1/M/ubxt1xa8Hp-epC0.jpg","VastuCart","Puja Essentials","Puja Essentials","","398.0","","173d30b2-f68b-439d-84f0-f935a855f8ff","","Brown","27+1 Beads","","","","",""
"28e2cfd0-e192-48ce-8e25-5e45f0b8933a","VastuCart Kamal Gatta Mala 108 Beads Original With Brass Spacers and Auspicious Goden Brass Wire For Diwali and Laxmi Puja, Wealth, Joy and Prosperity - Beautiful Lotus Seeds Japa Mala ","⭐ Beads Shape: Oval | Beads Size: 10 mm | Beads Hole: 1 mm | Materials: Pure Natural Original Kamal Gatta (Dried Lotus Seeds) | Thread : Auspicious Red Silk Cord | Tassle : Silk Tassel ⭐ Original Kamal Gatta Mala with Brass Spacers: Hand-strung using authentic kamal gatta (lotus seeds) with intricately designed brass spacers, this 108+1 bead mala reflects purity, grace, and traditional craftsmanship rooted in Indian spiritual heritage. 💫 Auspicious Golden Brass Wire Thread for Prosperity Rituals: Made using vibrant Gold Brass wire as thread—widely revered in Laxmi Puja, Shri Yantra Sadhana, and wealth rituals. The Brass Wire enhances both durability and sacred appeal for spiritual use.  Naturally Irregular Beads for Authenticity: Each lotus seed is uniquely shaped by nature, making every mala distinctive and grounded. Slight irregularities enhance the rustic, ethnic charm and signify the originality of the material Multiple Bead Count Variants for Every Practice: Offered in 5 sacred formats—9+1, 18+1, 27+1, 54+1, and 108+1—suitable for varied mantra recitations, meditation routines, or daily offerings during pooja and religious chanting. 🕉️ Perfect for Shri Yantra, Lakshmi Sadhana, and Diwali Pooja: Highly recommended for spiritual use during Diwali, Shri Suktam chanting, and other wealth-invoking rituals. Align your spiritual intent with this revered mala associated with Goddess Lakshmi. Timeless Design Meets Traditional Energy: The mala features a warm, earthy palette of natural seeds contrasted by golden-toned brass elements—an elegant blend that’s visually striking and spiritually symbolic. 🍁Spiritually Symbolic and Culturally Rooted: Kamal Gatta is a sacred symbol of wealth, purity, and divine growth. Using this mala in rituals is believed to attract the blessings of Goddess Lakshmi and positive energy.","in stock","new","1400.0","https://www.smartbiz.in/VastuCart/product/28e2cfd0-e192-48ce-8e25-5e45f0b8933a","https://m.media-amazon.com/images/X/bxt1/M/dbxt1RoaE3pRaV8.jpg","VastuCart","Puja Essentials","Puja Essentials","","279.0","","173d30b2-f68b-439d-84f0-f935a855f8ff","","Brown","9+1 Beads","","","","",""
"61685a93-7c31-4743-80b6-cb1e44ec8323","VastuCart Kamal Gatta Mala 108 Beads Original With Brass Spacers and Auspicious Goden Brass Wire For Diwali and Laxmi Puja, Wealth, Joy and Prosperity - Beautiful Lotus Seeds Japa Mala ","⭐ Beads Shape: Oval | Beads Size: 10 mm | Beads Hole: 1 mm | Materials: Pure Natural Original Kamal Gatta (Dried Lotus Seeds) | Thread : Auspicious Red Silk Cord | Tassle : Silk Tassel ⭐ Original Kamal Gatta Mala with Brass Spacers: Hand-strung using authentic kamal gatta (lotus seeds) with intricately designed brass spacers, this 108+1 bead mala reflects purity, grace, and traditional craftsmanship rooted in Indian spiritual heritage. 💫 Auspicious Golden Brass Wire Thread for Prosperity Rituals: Made using vibrant Gold Brass wire as thread—widely revered in Laxmi Puja, Shri Yantra Sadhana, and wealth rituals. The Brass Wire enhances both durability and sacred appeal for spiritual use.  Naturally Irregular Beads for Authenticity: Each lotus seed is uniquely shaped by nature, making every mala distinctive and grounded. Slight irregularities enhance the rustic, ethnic charm and signify the originality of the material Multiple Bead Count Variants for Every Practice: Offered in 5 sacred formats—9+1, 18+1, 27+1, 54+1, and 108+1—suitable for varied mantra recitations, meditation routines, or daily offerings during pooja and religious chanting. 🕉️ Perfect for Shri Yantra, Lakshmi Sadhana, and Diwali Pooja: Highly recommended for spiritual use during Diwali, Shri Suktam chanting, and other wealth-invoking rituals. Align your spiritual intent with this revered mala associated with Goddess Lakshmi. Timeless Design Meets Traditional Energy: The mala features a warm, earthy palette of natural seeds contrasted by golden-toned brass elements—an elegant blend that’s visually striking and spiritually symbolic. 🍁Spiritually Symbolic and Culturally Rooted: Kamal Gatta is a sacred symbol of wealth, purity, and divine growth. Using this mala in rituals is believed to attract the blessings of Goddess Lakshmi and positive energy.","in stock","new","1400.0","https://www.smartbiz.in/VastuCart/product/61685a93-7c31-4743-80b6-cb1e44ec8323","https://m.media-amazon.com/images/X/bxt1/M/hbxt1xtfHqHEzvm.jpg","VastuCart","Puja Essentials","Puja Essentials","","287.0","","173d30b2-f68b-439d-84f0-f935a855f8ff","","Brown","11 Beads","","","","",""
"bcc60244-9fbd-4e1b-8cde-88f80e36be16","VastuCart Kamal Gatta Mala 108 Beads Original With Brass Spacers and Auspicious Goden Brass Wire For Diwali and Laxmi Puja, Wealth, Joy and Prosperity - Beautiful Lotus Seeds Japa Mala ","⭐ Beads Shape: Oval | Beads Size: 10 mm | Beads Hole: 1 mm | Materials: Pure Natural Original Kamal Gatta (Dried Lotus Seeds) | Thread : Auspicious Red Silk Cord | Tassle : Silk Tassel ⭐ Original Kamal Gatta Mala with Brass Spacers: Hand-strung using authentic kamal gatta (lotus seeds) with intricately designed brass spacers, this 108+1 bead mala reflects purity, grace, and traditional craftsmanship rooted in Indian spiritual heritage. 💫 Auspicious Golden Brass Wire Thread for Prosperity Rituals: Made using vibrant Gold Brass wire as thread—widely revered in Laxmi Puja, Shri Yantra Sadhana, and wealth rituals. The Brass Wire enhances both durability and sacred appeal for spiritual use.  Naturally Irregular Beads for Authenticity: Each lotus seed is uniquely shaped by nature, making every mala distinctive and grounded. Slight irregularities enhance the rustic, ethnic charm and signify the originality of the material Multiple Bead Count Variants for Every Practice: Offered in 5 sacred formats—9+1, 18+1, 27+1, 54+1, and 108+1—suitable for varied mantra recitations, meditation routines, or daily offerings during pooja and religious chanting. 🕉️ Perfect for Shri Yantra, Lakshmi Sadhana, and Diwali Pooja: Highly recommended for spiritual use during Diwali, Shri Suktam chanting, and other wealth-invoking rituals. Align your spiritual intent with this revered mala associated with Goddess Lakshmi. Timeless Design Meets Traditional Energy: The mala features a warm, earthy palette of natural seeds contrasted by golden-toned brass elements—an elegant blend that’s visually striking and spiritually symbolic. 🍁Spiritually Symbolic and Culturally Rooted: Kamal Gatta is a sacred symbol of wealth, purity, and divine growth. Using this mala in rituals is believed to attract the blessings of Goddess Lakshmi and positive energy.","in stock","new","1400.0","https://www.smartbiz.in/VastuCart/product/bcc60244-9fbd-4e1b-8cde-88f80e36be16","https://m.media-amazon.com/images/X/bxt1/M/3bxt1Bos7sJRwAl.jpg","VastuCart","Puja Essentials","Puja Essentials","","796.0","","173d30b2-f68b-439d-84f0-f935a855f8ff","","Brown","54+1 Beads","","","","",""
"e53747a5-26c0-4501-b680-500d48fee2f9","VastuCart Kamal Gatta Mala 108 Beads Original With Brass Spacers and Auspicious Goden Brass Wire For Diwali and Laxmi Puja, Wealth, Joy and Prosperity - Beautiful Lotus Seeds Japa Mala ","⭐ Beads Shape: Oval | Beads Size: 10 mm | Beads Hole: 1 mm | Materials: Pure Natural Original Kamal Gatta (Dried Lotus Seeds) | Thread : Auspicious Red Silk Cord | Tassle : Silk Tassel ⭐ Original Kamal Gatta Mala with Brass Spacers: Hand-strung using authentic kamal gatta (lotus seeds) with intricately designed brass spacers, this 108+1 bead mala reflects purity, grace, and traditional craftsmanship rooted in Indian spiritual heritage. 💫 Auspicious Golden Brass Wire Thread for Prosperity Rituals: Made using vibrant Gold Brass wire as thread—widely revered in Laxmi Puja, Shri Yantra Sadhana, and wealth rituals. The Brass Wire enhances both durability and sacred appeal for spiritual use.  Naturally Irregular Beads for Authenticity: Each lotus seed is uniquely shaped by nature, making every mala distinctive and grounded. Slight irregularities enhance the rustic, ethnic charm and signify the originality of the material Multiple Bead Count Variants for Every Practice: Offered in 5 sacred formats—9+1, 18+1, 27+1, 54+1, and 108+1—suitable for varied mantra recitations, meditation routines, or daily offerings during pooja and religious chanting. 🕉️ Perfect for Shri Yantra, Lakshmi Sadhana, and Diwali Pooja: Highly recommended for spiritual use during Diwali, Shri Suktam chanting, and other wealth-invoking rituals. Align your spiritual intent with this revered mala associated with Goddess Lakshmi. Timeless Design Meets Traditional Energy: The mala features a warm, earthy palette of natural seeds contrasted by golden-toned brass elements—an elegant blend that’s visually striking and spiritually symbolic. 🍁Spiritually Symbolic and Culturally Rooted: Kamal Gatta is a sacred symbol of wealth, purity, and divine growth. Using this mala in rituals is believed to attract the blessings of Goddess Lakshmi and positive energy.","in stock","new","1400.0","https://www.smartbiz.in/VastuCart/product/e53747a5-26c0-4501-b680-500d48fee2f9","https://m.media-amazon.com/images/X/bxt1/M/8bxt1hvR8M$DrNM.jpg","VastuCart","Puja Essentials","Puja Essentials","","299.0","","173d30b2-f68b-439d-84f0-f935a855f8ff","","Brown","18+1 Beads","","","","",""
"f6e42095-430f-45be-8cdd-81248354f9c5","VastuCart Kamal Gatta Mala 108 Beads Original With Brass Spacers and Auspicious Goden Brass Wire For Diwali and Laxmi Puja, Wealth, Joy and Prosperity - Beautiful Lotus Seeds Japa Mala ","⭐ Beads Shape: Oval | Beads Size: 10 mm | Beads Hole: 1 mm | Materials: Pure Natural Original Kamal Gatta (Dried Lotus Seeds) | Thread : Auspicious Red Silk Cord | Tassle : Silk Tassel ⭐ Original Kamal Gatta Mala with Brass Spacers: Hand-strung using authentic kamal gatta (lotus seeds) with intricately designed brass spacers, this 108+1 bead mala reflects purity, grace, and traditional craftsmanship rooted in Indian spiritual heritage. 💫 Auspicious Golden Brass Wire Thread for Prosperity Rituals: Made using vibrant Gold Brass wire as thread—widely revered in Laxmi Puja, Shri Yantra Sadhana, and wealth rituals. The Brass Wire enhances both durability and sacred appeal for spiritual use.  Naturally Irregular Beads for Authenticity: Each lotus seed is uniquely shaped by nature, making every mala distinctive and grounded. Slight irregularities enhance the rustic, ethnic charm and signify the originality of the material Multiple Bead Count Variants for Every Practice: Offered in 5 sacred formats—9+1, 18+1, 27+1, 54+1, and 108+1—suitable for varied mantra recitations, meditation routines, or daily offerings during pooja and religious chanting. 🕉️ Perfect for Shri Yantra, Lakshmi Sadhana, and Diwali Pooja: Highly recommended for spiritual use during Diwali, Shri Suktam chanting, and other wealth-invoking rituals. Align your spiritual intent with this revered mala associated with Goddess Lakshmi. Timeless Design Meets Traditional Energy: The mala features a warm, earthy palette of natural seeds contrasted by golden-toned brass elements—an elegant blend that’s visually striking and spiritually symbolic. 🍁Spiritually Symbolic and Culturally Rooted: Kamal Gatta is a sacred symbol of wealth, purity, and divine growth. Using this mala in rituals is believed to attract the blessings of Goddess Lakshmi and positive energy.","in stock","new","1400.0","https://www.smartbiz.in/VastuCart/product/f6e42095-430f-45be-8cdd-81248354f9c5","https://m.media-amazon.com/images/X/bxt1/M/obxt1RXR7MM1UNN.jpg","VastuCart","Puja Essentials","Puja Essentials","","897.0","","173d30b2-f68b-439d-84f0-f935a855f8ff","","Brown","72+1 Bead","","","","",""
"c4fbd17f-6832-44f4-93d4-ad5569d03cae","VastuCart Karungali Malai Original 108 Beads – Certified Pure Ebony Wood Mala for Spiritual Protection, Jap, Meditation – Beautifully Crafted Karungali Mala of Natural Craft Beads","<p>This Original Karungali Malla is Available in Multiple Size and Styles like 6mm, 8mm, and 10mm bead size variants in unpolished and polished variants, in thread and elastic stringing. Choose Your Vibe, and Embark upon the spiritual journeys you love.</p><p><br></p><p><br></p><ul><li>Karungali Malai Original 108 Beads – Traditional hand-strung ebony wood mala made from 108 sacred karungali craft beads, plus 1 guru bead, with an authenticity certificate for trust in your spiritual journey.&nbsp;</li><li>Ebony Wood Mala for Spiritual Fortification – Karungali (Tamil for ebony) is revered in ancient Siddha and Agamic texts for its power to ward off evil forces, absorb negativity, and strengthen the aura.&nbsp;</li><li>Rooted in South Indian spiritual customs, karungali malai original has long been used by yogis, devotees, and priests in temples and home altars to channel protective energy and divine grace.&nbsp;</li><li>Protection Against Shani, Drishti, and Black Magic – Highly recommended by astrologers and priests for those facing planetary afflictions, evil eye (drishti), or unexplained negative experiences in life.&nbsp;</li><li>108 Bead Count – Aligned with Spiritual Mathematics – Based on Vedic spiritual numerology, 108 craft bead is not just a number but a code of cosmic alignment, helping you go deeper in japa and mantra sadhana.</li></ul><p><br></p>","in stock","new","2000.0","https://www.smartbiz.in/VastuCart/product/c4fbd17f-6832-44f4-93d4-ad5569d03cae","https://m.media-amazon.com/images/X/bxt1/M/pbxt1Rey3scHktl.jpg","VastuCart","Puja Essentials","Puja Essentials","","899.0","","04d2c64f-52f2-421a-9ff3-4aa2024fd9f2","","Black","UNPOLISHED | 10 MM | THREAD","","","","",""
"04d2c64f-52f2-421a-9ff3-4aa2024fd9f2","VastuCart Karungali Malai Original 108 Beads – Certified Pure Ebony Wood Mala for Spiritual Protection, Jap, Meditation – Beautifully Crafted Karungali Mala of Natural Craft Beads","<p>This Original Karungali Malla is Available in Multiple Size and Styles like 6mm, 8mm, and 10mm bead size variants in unpolished and polished variants, in thread and elastic stringing. Choose Your Vibe, and Embark upon the spiritual journeys you love.</p><p><br></p><p><br></p><ul><li>Karungali Malai Original 108 Beads – Traditional hand-strung ebony wood mala made from 108 sacred karungali craft beads, plus 1 guru bead, with an authenticity certificate for trust in your spiritual journey.&nbsp;</li><li>Ebony Wood Mala for Spiritual Fortification – Karungali (Tamil for ebony) is revered in ancient Siddha and Agamic texts for its power to ward off evil forces, absorb negativity, and strengthen the aura.&nbsp;</li><li>Rooted in South Indian spiritual customs, karungali malai original has long been used by yogis, devotees, and priests in temples and home altars to channel protective energy and divine grace.&nbsp;</li><li>Protection Against Shani, Drishti, and Black Magic – Highly recommended by astrologers and priests for those facing planetary afflictions, evil eye (drishti), or unexplained negative experiences in life.&nbsp;</li><li>108 Bead Count – Aligned with Spiritual Mathematics – Based on Vedic spiritual numerology, 108 craft bead is not just a number but a code of cosmic alignment, helping you go deeper in japa and mantra sadhana.</li></ul><p><br></p>","in stock","new","2000.0","https://www.smartbiz.in/VastuCart/product/04d2c64f-52f2-421a-9ff3-4aa2024fd9f2","https://m.media-amazon.com/images/X/bxt1/M/pbxt1Rey3scHktl.jpg","VastuCart","Puja Essentials","Puja Essentials","","699.0","","04d2c64f-52f2-421a-9ff3-4aa2024fd9f2","","Black","UNPOLISHED | 6 MM | THREAD","","","","",""
